Company Name,Company Code
BEMCO HYDRAU,522650
ANSAL BUILD.,523007
WEIZMANN LTD,523011
B.N.RATHI SE,523019
RISHITECH,523021
SINCLAIR HOT,523023
SAFARI IND.,523025
BIN.TEX.PR(P,523054
JJ FINANCE,523062
COSMO FERR.,523100
FUTURA SEC.,523113
SANCO TRANS,523116
ADOR MULTI.,523120
EIH ASSO.HOT,523127
MEDI CAPS,523144
OTCO INTERN.,523151
MORGAN CRU,523160
BA PACK,523186
ABAN OFFSHO,523204
KOKUYOCMLN,523207
BHARAT SEATS,523229
CONT.PETRO,523232
NB FOOT WEAR,523242
MACHINO PLAS,523248
PEARL POLYME,523260
VENKEY'S (I),523261
ADVANI HOTEL,523269
G.V.FILMS,523277
SUPER HOUSE,523283
RAMA VISION,523289
TCPL PACK,523301
SHRIGANG IND,523309
BALMER LAWRI,523319
KOVAI MEDI.,523323
ELDECO HOUS.,523329
DCMSHRIRAM,523367
DCM SHR.IND,523369
MAWANA SUGAR,523371
MINI DIAMOND,523373
MAH.RAS.APEX,523384
NILKAMAL L,523385
NAHAR POLY,523391
3M INDIA LTD,523395
JCHAC,523398
JM FINANCIAL,523405
ADCINDIA,523411
TAMIL.TELE.,523419
SUNRAJ DIAM.,523425
REL INDL INF,523445
SHARP INDIA,523449
LINDEINDIA,523457
IND.BANK HSG,523465
JAIMATA GLAS,523467
LOTUS CHOC,523475
PACIFIC IND.,523483
CMM HOSPITAL,523489
UNI OFF AUTO,523519
APM INDUS.,523537
PRECISION WR,523539
KRYPTON IND,523550
SWISSMLTRY,523558
MARTIN BURN,523566
IND.TONERS,523586
KUNSTSTOFFE,523594
SHIPP.CORPN,523598
SIKA INTER.,523606
ITI LTD.,523610
DREDGING COR,523618
PHARMASIA,523620
PODDAR,523628
NATIONAL FER,523630
IP RINGS LTD,523638
PI INDUS.LTD,523642
PLASTIBLEND,523648
YASHINNO,523650
KKPLASTICK,523652
WATERBASE,523660
FLEX FOODS,523672
GOLKUNDA DIA,523676
APCOTEX IND,523694
FORTIS MLR,523696
MASTEK LTD,523704
EIMCO ELECON,523708
SAYAJI HOTEL,523710
ASHIANA HOU,523716
ECO BOARD IN,523732
DVL,523736
TIHIL,523752
MAHEPC,523754
MITSHI,523782
MAZDA LTD,523792
SOVEREIGN DI,523826
MENON BEAR.,523828
MUKAT PIPES,523832
GUJ.RAFFIA,523836
SIMPLX INFRA,523838
INN.TECH.PAC,523840
SUPER TANNER,523842
CONSTRONIC,523844
AXTEL INDUS.,523850
PIFL,523862
PRECI CONTNR,523874
V.R. WOODART,523888
POONAWALLA,524000
HIND.FLUROCA,524013
KINGFA,524019
PATIDAR,524031
RAMA PHOSPH,524037
VENLON ENTR,524038
POLYPLEX,524051
ALBERT DAVID,524075
HAR.LEATHER,524080
CARYSIL,524091
KABRA EXTR,524109
VINYL CHEM,524129
PEE CEE COSM,524136
T C M LTD.,524156
IOL CHEM PH,524164
KESAR PETRO,524174
VINATI ORG.,524200
LACTOSE(I),524202
TEESTA AGRO,524204
AARTI INDUST,524208
WANBURY LTD,524212
RESONANCE,524218
GUJ AMB EXP,524226
RASHTR.CHEM.,524230
GUJINJK,524238
KOPRAN LTD.,524280
AIMCO PESTI.,524288
GUJ.TERC LAB,524314
SEYAIND,524324
JAYANT AGRO,524330
BCLIL,524332
SH.HARI CHEM,524336
INDOBORAXC,524342
AARTI DRUGS,524348
BODAL CHEM,524370
ORCHIDPHAR,524372
VIMTA LABS,524394
BIOFIL CHEM,524396
ISHITA DRUGS,524400
MARKSANS,524404
UNIV.STARCH,524408
AAREY DRUGS,524412
NORRIS MEDI.,524414
ASIAN PETRO,524434
CAMEX LTD,524440
EVEXIA,524444
INDOEURO,524458
SYNCOM FORM.,524470
RIDHI SIDHI,524480
SVCIND,524488
IPCA LAB LTD,524494
KILITCH DRUG,524500
RAAJMEDISAFE,524502
CORAL LAB.,524506
KREBS BIOCHM,524518
KMC SHIL,524520
LAFFANS PETR,524522
BHASKAR AGRO,524534
SUKJIT STRCH,524542
NEULAND LAB.,524558
GAYATRI BIO,524564
PODDAR PIGM.,524570
PHARMAIDS PH,524572
VIVID IND,524576
PRIYA LTD.,524580
TIRUPATI STA,524582
JD ORGOCHEM,524592
ASHOK-ALCO,524594
AKSHARCHEM I,524598
BERYL DRUGS,524606
INDXTRA,524614
ISTRNETWK,524622
GAGAN GASES,524624
PARKER AGRO.,524628
SHUKRAPHAR,524632
ALU FLUORIDE,524634
OXYGENTAPH,524636
ARCHITORG,524640
SIKOZY REAL,524642
INDO AMINES,524648
IND.SWIFT LT,524652
NATURAL CAPS,524654
WELCURE DRUG,524661
BH.IMMUN&BIO,524663
SOTL,524667
HESTER BISC,524669
KABSONS INDU,524675
BASANT AGRO,524687
SANDU PHARMA,524703
NACLIND,524709
VISTA PHARMA,524711
SUN PHARMA.,524715
TITAN BIOTEC,524717
SDL,524727
JENBURKT PH.,524731
HIKAL LTD.,524735
CAPLIN POINT,524742
LINK PHARMA,524748
DECIPHER,524752
EMMESSAR BIO,524768
NGL FINE CHM,524774
EVEREST ORG.,524790
AUROB.PHARMA,524804
PHYTOCHEM I.,524808
NATCO PHARM,524816
DYNAMIC IND.,524818
PANAMA PETRO,524820
BAL PHARMA,524824
BDH INDUS.,524828
GLOBUS CON,526025
CUBEX TUBING,526027
POLYMECH.MCH,526043
GALAXY BEAR.,526073
SCAGRO,526081
RAVILEELA GR,526095
UNIROYAL MAR,526113
KARAN WOO-SN,526115
SHERVANI IND,526117
SUPERTEX IND,526133
SHETRON LTD,526137
TRANSGENE BI,526139
MPL,526143
NIKHIL ADHSV,526159
SPENTA INT.,526161
MULTIBASE I,526169
ANDREW YULE,526173
LUDOLOW JUTE,526179
ASHRAM ONLIN,526187
ROYAL CUSHIO,526193
SURAJ INDUS.,526211
HITECHCORP,526217
BLOOM DEKOR,526225
FILATEX INDI,526227
STD.SURFACT.,526231
MORGAN VENT,526237
AMRAPALI IND,526241
PREMIER EXPL,526247
MOLD-TEK TEC,526263
CRESTCHEM LT,526269
MPHASIS LTD,526299
MEDINOVA DIA,526301
DIVSHKT,526315
ORIENT PRESS,526325
SHREYAS INTE,526335
PANJON LTD.,526345
DURO PACK,526355
SWARNASA,526365
GANESH HSG.,526367
NMDC LTD,526371
CINDRELLA HT,526373
PAT INT LOG,526381
ALPHAGEO (I),526397
RIT PRO IND,526407
KKALPANAIND,526409
OK PLAY (I),526415
KRITI INDUS.,526423
WELTERMAN I.,526431
ASM TECHNOLO,526433
PERFECTPAC,526435
AMBITIOUS PL,526439
VISIONCINE,526441
INDRAYANI BI,526445
EURO LEDAR F,526468
WINSOME BREW,526471
ELEGANT FLOR,526473
SKY INDUST.,526479
PHOENIX INT.,526481
RISHIROOP,526492
PROMACT,526494
STR GRE WOO,526500
SYSTAMATIX C,526506
ALPINE HSG.,526519
SANGHI IND.,526521
WWALUM,526525
SFPIL,526532
SCANP GEOM,526544
CHOKSI LABOR,526546
CCHHL,526550
LONGVIEW TEA,526568
ENTERPR.INTE,526574
TECHIN,526576
TPL PLAST,526582
WIM PLAST LT,526586
PHOTOQUIP(I),526588
LIBERTY SHOE,526596
LIPPI SYSTEM,526604
ELECTROTHERM,526608
BLUE DART EX,526612
EXPO GAS,526614
NAT.PLASTIC,526616
MFL INDIA,526622
TEXEL INDUS.,526638
ROYALE MANOR,526640
MIRZA INTER,526642
TOURISM FINA,526650
THAKKERS DEV,526654
RAJDARSHAN,526662
BHARTIYA INT,526666
KAMAT HOTELS,526668
TIRTH PLAST,526675
KEEPLEARN,526677
POLO HOTELS,526687
ECOPLAST LTD,526703
ELEGANT MARB,526705
BITS LTD.,526709
ADARSH PLANT,526711
HPBL,526717
NICCO PARKS,526721
NTC INDUST,526723
SANDESH LTD.,526725
GARNET CONST,526727
GOLDIAM INT.,526729
BRIGHT BROS.,526731
NARMADA GEL,526739
P.G.FOILS,526747
GRATEX INDS.,526751
VELAN HOTELS,526755
HOWARD HOTEL,526761
PRESSURE SEN,526773
VALIANT COMM,526775
DR.AGAR.EYE,526783
GREENPLY IND,526797
UNION QUALIT,526799
SEAMEC LTD,526807
RAGHUNATH IN,526813
CHEVIOT CO.,526817
DAI-ICHI KAR,526821
RAJINFRA,526823
SPICE ISLAND,526827
CONFI PETRO,526829
SHELTER,543963
ASHIRWAD STL,526847
BILCARE LTD.,526853
INTER ST.FIN,526859
RISHI LASER,526861
JAINCO PROJ.,526865
INTEC CAP,526871
RAJ.GASES LT,526873
SIDDHESW.GAR,526877
63MOONS,526881
SARLA PER F,526885
MARKET CREAT,526891
HFIL,526899
SONAL ADHESI,526901
PADMAIND,526905
21ST CEN.MGM,526921
HARIYANA SH.,526931
ARUNIS,526935
TYROON TEA,526945
LA-OPALA RG,526947
GOLDEN LAMIN,526951
VENUS REMEDI,526953
LASTMILE,526961
GUJ.CRAFT IN,526965
HEERA ISPAT,526967
DHOOT I.FIN.,526971
SHBAJRG,526981
URJA GLOBAL,526987
ASHAPURA LTD,527001
SH.PACETRON.,527005
GUJ.ALKALI,530001
INDIA CEM.,530005
JK TYRE IND,530007
MANGLR.CHEM,530011
STD.INDUST.,530017
JUBLPHARMA,530019
THEINVEST,530023
SAMYAK INT,530025
AADI INDUS L,530027
SANTOSH FINE,530035
ACKNIT IND,530043
TITAN SECUR.,530045
REALECO,530053
HARMONY CAP.,530055
VIVANZA,530057
YASRAJ CONT.,530063
CSLFINANCE,530067
SANGHVI MOVE,530073
SELAN EXPLOR,530075
FRESHTROP FR,530077
FAZE THREE L,530079
ANUPAM,530109
RAJ PACKAGIN,530111
PRIVISCL,530117
NATRAJ PROTE,530119
SAMRAT PHARM,530125
NILE LTD.,530129
UDAIPUR CEME,530131
AMCO INDIA L,530133
OPTIEMUS,530135
KREON FIN,530139
KISAN MOULD.,530145
VIJAY TEXTIL,530151
KERALA AYUR,530163
MOONGIPA CAP,530167
MOHIT PAPER,530169
DAULAT SEC.,530171
ODYSSEY TECH,530175
RSC INT,530179
SURATRAML,530185
ATHARV ENT,530187
FUNDVISER,530197
THEMIS MEDIC,530199
KALLAM,530201
BRAWN BIO,530207
FORTUNE INT.,530213
KINGSINFRA,530215
SWOJAS ENRGY,530217
SUBHASH SILK,530231
AURO LAB.,530233
KJMC FIN.,530235
SUVEN LIFE S,530239
ARYAMAN FIN.,530245
BRIDGE SECUR,530249
RISA INTL,530251
RAJ.TUBE MFG,530253
KAY POW PAP,530255
INTER ST.OIL,530259
GLOBAL CAP.,530263
SAINIK FIN.,530265
RICH UNV,530271
QUANTUM DIG.,530281
SP CAPITAL,530289
PAOS,530291
KOTHARI PROD,530299
PICCADILY AG,530305
CHAMANLAL SE,530307
CHANDRA PRAB,530309
KIMIABL,530313
HIND.TIN WRK,530315
GODAVARI DRU,530317
PREMCO GLOB.,530331
MUKESH BABU,530341
GENUS POWER,530343
ASIANENE,530355
KBS INDIA,530357
PRABHHANS,530361
UGAR SUGAR,530363
ORIENTBELL,530365
NRB BEARINGS,530367
NILA INFRA.,530377
DB INT.ST.BR,530393
VINYOFLEX LT,530401
JINDAL CAP.,530405
EPIC ENERGY,530407
SUMEDHA FISC,530419
KUWER INDS.,530421
CHOKSI IMAG,530427
ASHISH POLY.,530429
ADOR FONTECH,530431
SHIVA FERT.,530433
SIDDHA VEN,530439
KIRAN SYNTEX,530443
SUMERU IND,530445
RUNGTA IRRIG,530449
CINERAD COMM,530457
VALSON INDUS,530459
SABOO SODIUM,530461
GSL SECUR.,530469
TINNARUBR,530475
VIKRAM THERM,530477
A.K.CAPITAL,530499
RELAXO FOOT.,530517
VIRAT INDUS.,530521
SHEETAL DIAM,530525
TERAI TEA CO,530533
MANRAJ HSG.F,530537
COSCO INDIA,530545
KEN FIN.SER.,530547
SHILPA MEDIC,530549
PARAMOUNT CO,530555
NCL RESEARCH,530557
ARCHANA SOFT,530565
EXPLICIT FIN,530571
LADDERUP FIN,530577
UYFINCORP,530579
EKAM LEASING,530581
SWASTIK INV,530585
PRIMA PLASTI,530589
JAGSON FIN.,530601
CARNATION IN,530609
STURDY INDS,530611
GARG FURNACE,530615
SAMPRE NUTRI,530617
AAIL,530621
VIPULORG,530627
ECORECO,530643
GOODLUCK,530655
GOYAL ASSO.,530663
ZENITH HEALT,530665
ACEENGITEC,530669
SUPREME HO,530677
LYKISLTD,530689
PRIME PROP,530695
ZENLABS,530697
RAJRAYON,530699
GOWRA LEASNG,530709
JAGAN LAMPS,530711
AJEL,530713
ALPS INDS.,530715
ASIT C FIN,530723
SUPER BAKERS,530735
OVOBEL FOODS,530741
INDO ASN.FIN,530747
CORAL NEWSPR,530755
STERL.TOOLS,530759
AGARWAL,530765
DYNAMIC PORT,530779
CEEJAY FINAN,530789
SUNCITY SYNT,530795
SHREE GANES.,530797
BHAGIL,530803
OIVL,530805
BNR UDYOG,530809
KRBL LTD.,530813
SSPDL LTD,530821
DAIKAFFIL CH,530825
CIL SECURITS,530829
CLIO INFOTEC,530839
CUPID LTD,530843
SUNSHIELD CH,530845
HIPOLIN LTD.,530853
CHEMBOND CHM,530871
CIFL,530879
ABVL,530881
SUPER CROP.,530883
N.G.IND.LTD.,530897
ASIA PACK,530899
REMSONS IND.,530919
STANPACKS(I),530931
RAMINFO,530951
SUNIL AGRO F,530953
DIANA TEA CO,530959
VIKASECO,530961
INDIAN OIL,530965
ALFA ICA (I),530973
SKCIL,530977
INDIA HOME,530979
ROOPA INDUS,530991
UNIQUE ORGAN,530997
BALAJI AMINE,530999
SWARNA SECUR,531003
ARIHANT SEC.,531017
VISAGAR FIN,531025
LIBORD SEC,531027
JRELTD,531035
COMPETENT AU,531041
DHAN JEEVAN,531043
NEELKANTH RO,531049
CONTIL I LTD,531067
VIJAY SOLVEX,531069
SHRI KRISH,531080
ALANKIT,531082
NIHAR INFO,531083
UNITED CRED.,531091
OMINFRAL,531092
ISHAN DYES,531109
GOTHI PLASCO,531111
BALUFORGE,531112
CEENIK EXPO.,531119
PATEL ENGG.,531120
MENAMANI,531127
INANI MARBLE,531129
GEMSTONE INV,531137
EL FORGE LTD,531144
MEDICAMEN BI,531146
ALICON,531147
DILIGENT,531153
EPSOM PRO,531155
ALFAVISON.OV,531156
CATVISION,531158
ABM KNOWLEDG,531161
EMAMI LTD.,531162
KEMISTAR,531163
ASSOC.CERAMI,531168
SKP SECURE.,531169
SYSCHEM (I),531173
BLS INFOTE,531175
MEFCOM CAPIT,531176
HEMANG,531178
ARMAN FIN,531179
GLANCE FIN.,531199
SHILCHAR TEC,531201
TRADEWELL,531203
TINEAGRO,531205
NUCLE.SOFT E,531209
COLINZ LABOR,531210
NLFL,531212
MANAP FIN,531213
RTS POWER CO,531215
COMFORT INTE,531216
SHYAMAINFO,531219
MAYUR FLOOR.,531221
ANJANI SYNT.,531223
XTGLOBAL,531225
DECO-MICA,531227
RANDER CORP.,531228
RASI ELECTRO,531233
SCOOBEEDAY,531234
CITI PORT FN,531235
DHRUVA CAP.,531237
SHAMROCK IND,531240
LINC,531241
PRIMA IND.,531246
INDIA GELAT.,531253
OPTIFIN,531254
PARAGON FIN.,531255
PRATIKSHA CH,531257
ESHAMEDIA,531259
REFEXRENEW,531260
VST TILLERS,531266
B2B SOFT.,531268
NIKKI GLOBAL,531272
RADHE DEVLOP,531273
ELIXIR,531278
TRISHAKTI EL,531279
PANKAJ POLY.,531280
MARBLE,531281
CINDRELLA FI,531283
NAT PLASTIC,531287
NATFIT,531289
ARTEFACT PR,531297
AMIT INTNL.,531300
NUTECH GLOBA,531304
DHP INDIA LT,531306
RRIL,531307
AVAILABLE FI,531310
HAVISHA,531322
JAYIND,531323
ROSELABS FIN,531324
CHARMS INDUS,531327
KRETTOSYS,531328
VIKALP SEC.,531334
ZYDUS WELL,531335
WINPRO,531337
MILE GLOBAL,531338
BERVIN INV.,531340
GUJ.INVESTA,531341
CONTAIN.CORP,531344
EASTERN TRED,531346
PANACEA BIOT,531349
MERCURYEV,531357
CHOICE INT.,531358
SHRIRAM ASSE,531359
GOLECHA GLOB,531360
EKANSH,531364
SPAR,531370
BYKE HOSP,531373
CENTENIAL SU,531380
ARIHANT FOUN,531381
HASTI FINANC,531387
UPSURGE INV.,531390
PADAM COTTON,531395
WOMEN NETWOR,531396
SOURCENTRL,531398
G.G.AUTOMATI,531399
ALMONDZ GLO,531400
LWS KNITWEAR,531402
ANS LTD,531406
ALCH CORP,531409
TUNI TEXTILE,531411
RADIX IND,531412
NARENDRA PRO,531416
MEGA CORPN.,531417
TAMIL.NEWSPR,531426
SHAKTI PUMPS,531431
SYSTEMATIX,531432
SAFFRON IND,531436
PWASML,531437
GOLDSTONE EN,531439
VARDHMAN,531444
GRM OVERSEAS,531449
MOHIT INDUS.,531453
POLYLINK POL,531454
MINAXI TEXT.,531456
CONTI.CONTRL,531460
NOUVEAU,531465
DUKE OFFSHOR,531471
CYBELE IND,531472
CG-VAK SOFTW,531489
NAVKAR,531494
MADHUCON PRJ,531497
SYBLY INDS.,531499
RAJESH EXPO.,531500
ESAAR (I)LTD,531502
MARIS SPIN.,531503
INDERGIRI FN,531505
EVEREADY (I),531508
STEP TWO COR,531509
ORIENT TRADE,531512
VIKASPROP,531518
ACE SOFTWARE,531525
SOFTRAK VENT,531529
HATSUN AGRO,531531
ACCEDERE,531533
RISHABH DIGH,531539
MARUTI INFRA,531540
KOBO,531541
JINDAL WORLD,531543
SOMANY CRAM,531548
JHAVERI CRED,531550
RAGHUNATH TO,531552
DRL,531553
CORAL (I)FIN,531556
SANJIVANI PA,531569
VAS INFRA,531574
KMF BUILDERS,531578
BERYL SECUR.,531582
DEVINE IMPE,531585
BAMPSL SECUR,531591
GENPHARMA,531592
INCON ENGG.,531594
CGCL,531595
FDC LIMITED,531599
GOGIA CAP,531600
GORANI INDUS,531608
KG PETROCHEM,531609
COUNTRY COND,531624
OROSMITHS,531626
TEJASSVI,531628
LINCOLN PHAR,531633
PRAVEG,531637
SURAJ LTD,531638
MARICOLTD,531642
TOKYO FINANC,531644
NATIONAL GEN,531651
HITTCO TOOLS,531661
RRMETAL,531667
VISION CORPO,531668
BISIL PLAST,531671
INANI SEC.,531672
ANKA INDIA,531673
AMERISE,531681
PRITHVIEXCH,531688
RAINBOW FOUN,531694
TRICOMFRU,531716
VIDHIING,531717
BHAGIRA.CHEM,531719
PANCHSHEEL O,531726
MENON PISTON,531727
GREENCREST,531737
GENNEX LAB,531739
GINI SILK MI,531744
PRAJAY ENGS.,531746
BIOGEN,531752
G.K.CONSULT.,531758
APOLLOPIPES,531761
UNJHA FORMUL,531762
POLY MEDICUR,531768
SHRADDHA,531771
KACHCHHMIN,531778
PADMANABH AL,531779
KACL,531780
KCLINFRA,531784
ATUL AUTO,531795
PRERNA INFR,531802
METAL COATIN,531810
GANGAPAPERS,531813
TIRUPATI SAR,531814
MUNOTH FIN.,531821
RODIUM,531822
NAGAR.AGRITE,531832
NATURA HUE C,531834
INDUSFINL,531841
LAHOTI OVER.,531842
ZENITHSTL,531845
TRINITYLEA,531846
ASIAN STAR,531847
ORIRAIL,531859
JOINDRE CAPI,531861
BHARATAGRI,531862
UNITECH INTE,531867
SACHETA MET.,531869
POPULAR EST,531870
ANJANI FINL,531878
GMETCOAL,531881
REXNORD ELE.,531888
IIL,531889
KHANDWALA SE,531892
SAWACA BUSI,531893
CCL INTER,531900
GALLOPENT,531902
CROISSANCE,531909
MADHUVEER,531910
GALAXY AGRIC,531911
GOPAL IRON S,531913
HIND.APPLIAN,531918
AGAR IND COR,531921
DHAMPURE SGR,531923
SHANTANU SHE,531925
INNOCORP L,531929
SARTHAK INDU,531930
SAI CAPITAL,531931
SERVOTEACH,531944
VERTEX SEC.,531950
RIBA TEXTILS,531952
NEWINFRA,531959
KASHYAP,531960
SHREMETAL,531962
IITL PROJ,531968
CHARTERLOGIS,531977
AMBIKA COTTO,531978
HIND ALUMIN,531979
SPECTR FOOD,531982
AMRAWOR AGRI,531991
AUTO PINS(I),531994
ODYSSEY CORP,531996
INDUCTO STL.,532001
SAM INDUS.,532005
SHREEVAT.FIN,532007
POOJA ENT,532011
GRAVITY (I),532015
ESPIRE,532016
LCC INFOTECH,532019
FILAT FASH,532022
SINDHU TRADE,532029
UNISTAR MULT,532035
ZENOTECH,532039
HINDUSTN BIO,532041
FRONTL CORP,532042
SWELECT,532051
WALLFORT FIN,532053
KDDL LTD,532054
ADINATH EXIM,532056
ABHINAV CAP,532057
KILPEST (I),532067
SUMUKA,532070
SAGARPROD,532092
INDO-CITY IN,532100
SBEC SUGAR,532102
BRIJLAXMI LE,532113
BSE  INFRA,532123
RELIAB VEN,532124
BANKBARODA,532134
MOHITE,532140
ACL,532141
SKM EGG PROD,532143
WELCORP,532144
H.S.(I) LTD.,532145
BNK OF INDIA,532149
INDRAPRAST,532150
JOHNPHARMA,532154
GAIL (I) LTD,532155
VAIBHAVGBL,532156
TRESCON,532159
GUJ.STAT.FIN,532160
JK PAPER,532162
SAREGAMA (I),532163
ADROITINFO,532172
CYBERTECH,532173
ICICI BANK,532174
CYIENT,532175
ENGINRS.(I),532178
DHANALAK.BNK,532180
GUJ.MINERAL,532181
GAYATRI SUGR,532183
INDUSIND BNK,532187
INDIA TOURIS,532189
J & K BANK,532209
CITY UNION,532210
ARCHIES LTD,532212
AXIS BANK,532215
HB STOCKHOL.,532216
SIEL FINANCL,532217
SOUTH IND.BK,532218
ENERGY DEV.,532219
SONATA SOFT.,532221
BENGAL TEA &,532230
NAT.ALUM,532234
INDIA NIPPON,532240
NALWA SONS,532256
APAR INDUS.,532259
TCI INDUS.,532262
ACCELYA,532268
ORCHASP,532271
HCL TECHNO,532281
TCFC FINANCE,532284
GEOJITFSL,532285
JINDAL STE,532286
BLB LTD.,532290
GLENMARK PHA,532296
WOCKHARDT,532300
TATA COFFEE,532301
IND-SWIFT LA,532305
MELSTAR INFO,532307
GEPIL,532309
SHREE RAMA,532310
MAHINDRALIFE,532313
TELESYS SOFT,532315
VAARAD,532320
ZYDUSLIFE,532321
SHIVA CEMENT,532323
CINEVISTA,532324
INTENS TECH,532326
DANLAW TECH.,532329
AJANTA PHARM,532331
HB PORTFOLIO,532333
HB ESTATE DE,532334
AMBICA AGAR.,532335
COMPUCOM SOF,532339
OMNI AX'S SO,532340
IZMO,532341
TVS MOTOR L,532343
SOFTSOL (I),532344
GATI LTD.,532345
SUBEX LTX,532348
TRANSPORT CO,532349
PADMALAYA TE,532350
AKSH OPTIFIB,532351
VIRGOGLOB,532354
PICTURHOUSE,532355
TRIVENI ENGG,532356
MUKTA ARTS,532357
NAGPUR POWER,532362
DYNACONS SYS,532365
PNB GILTS,532366
BCG,532368
RAMCO INDS.,532369
RAMCO  SYSTM,532370
TATA TELESER,532371
VIRINCHI,532372
WEPSOLN,532373
STER TECH,532374
TIPSINDUSTR,532375
MRO-TEK,532376
FIRSTFIN,532379
BABA ARTS,532380
BALAJI TELE.,532382
TYCHE INDS,532384
CALIFORN.SOF,532386
PRITISHN COM,532387
INDIAN OVER.,532388
TAJ GVK HOTL,532390
CREATIVE EYE,532392
AXISCADES,532395
KONNDOR,532397
UMESL,532398
BSOFT,532400
USGTECH,532402
SAVEN TECHNO,532404
AVANTEL LTD,532406
MOSCHIP,532407
MEGASOFT LTD,532408
TRANSCORP IN,532410
VISESH INFO.,532411
CEREBRA INTE,532413
MID-DAY MULT,532416
SMARTLINK,532419
GODREJ CONS,532424
GENUSPRIME,532425
BF UTILI,532430
UNITD SPR,532432
SANINFRA,532435
OLECTRA,532439
MPS LTD,532440
CERA SANITAR,532443
BHARTI ARTL,532454
SHALIMAR WIR,532455
COMPUAGE INF,532456
GULSHAN POLY,532457
FAZE3AUTO,532459
PONNI SUG(ER,532460
PUNJAB NATIO,532461
ORACLE FIN,532466
HAZ MUL PRO,532467
KAMAHOLDING,532468
APTECH LTD,532475
UNION BANK L,532477
UNITED BREWA,532478
ISMT LTD,532479
NOIDA-TOLL B,532481
GRANULES (I),532482
CANARA BANK,532483
BALMER LA.IN,532485
POKARNA LTD,532486
DIVI'S LAB.,532488
ASTRA MICRO,532493
RADICOKHAIT,532497
MARUTISUZUK,532500
RAJAPAMILLS,532503
NAVIN FLUORI,532504
UCOBANK,532505
BAG FIL MED,532507
JSL,532508
SUPRAJIT ENG,532509
TVSELE,532513
INDRA GAS,532514
TV TODAY,532515
PALRED,532521
PETRONET LNG,532522
BIOCON LTD.,532523
PTC INDIA,532524
BANK MAHA,532525
RK FORGINGS,532527
DATAM GLOB,532528
NDTV,532529
STAR,532531
JAIPRA,532532
ULTRATECH CM,532538
UNOMINDA,532539
TCS LTD.,532540
COFORGE,532541
GULFPETRO,532543
CENTURYPLY,532548
WELENT,532553
NTPC LTD,532555
SALSTEEL,532604
JBM AUTO,532605
DWAR SUGAR,532610
INDOCO REM,532612
VIPCLOTHNG,532613
IMPEX,532614
XCHANGING,532616
JETAIRWAYS,532617
MORARJETEX,532621
JINDALPH,532624
POCL,532626
JPPOWER,532627
3I INFOTECH,532628
GOKALDAS,532630
ALLSEC TECH,532633
IIFL,532636
MAN DRUGORG,532637
SHOPPER STOP,532638
CYBER MEDIA,532640
NDL,532641
JSWHL,532642
JK CEMENT,532644
BEEYU OVERSE,532645
YES BANK,532648
NECTAR LIFE,532649
MSP STEEL,532650
SPL INDS,532651
KARNATAKA BK,532652
MCLEOD RUSSE,532654
FACOR ALLOYS,532656
IDFC,532659
RANE MADRAS,532661
HT MEDIA,532662
SASKEN,532663
FCS SOFTWARE,532666
SUZLONENERGY,532667
AURIONPRO SO,532668
RENUKA SUGAR,532670
KM SUGARMILL,532673
BANNARI AMMA,532674
PBA INFRASTR,532676
AIAENGINEER,532683
EVEREST KANT,532684
KERNEX MICRO,532686
REPRO INDIA,532687
PVRINOX,532689
RADHA MADHAV,532692
BARTRONICSIN,532694
CELEBRITYFAS,532695
NITINSPINNER,532698
ROYALORCH,532699
ENT NETWORK,532700
CELLA,532701
GUJ PETRONET,532702
JAGRAN PRAK,532705
DYNEMIC PRO,532707
GVK POWERINF,532708
SADBHAV ENGG,532710
REL COM LTD,532712
SAKUMA EXPO,532713
KEC INTERN,532714
GILLA ARBUT,532716
INDOTECHTR,532717
BL KASHYAP,532719
M&M FINANSER,532720
NITCO TILES,532722
MPDL,532723
SOLAR IND,532725
GALLANTT,532726
MALU PAPER,532728
UTTAM SUGAR,532729
STL GLOBAL,532730
KEWAL KIRAN,532732
SUN TVNET,532733
GODAWARI POW,532734
RSYSTEMINT,532735
EMKAY GLOB F,532737
TCLCONS,532738
LOKESH MACH,532740
KAMDHENU,532741
PAUSHAKLTD,532742
GTN TEXTILE,532744
INDICAP,532745
PRIME FOCUS,532748
ALLCARGO,532749
GMRINFRA,532754
TECH MAH,532755
CIEINDIA,532756
VOLTAMP TRAN,532757
ATLANTA,532759
DEEPENR,532760
HOV SERVICES,532761
ACTION CONST,532762
GEECEE,532764
GAYATRI PROJ,532767
FIEM INDS,532768
JHS SVEN,532771
DCBBANK,532772
GLOBAL VECT,532773
INSPIRISYS,532774
GTL INFRAST,532775
SHIVAM AUTO,532776
INFO EDGE,532777
TORNT POWER,532779
PARSVNATH,532780
SUTLEJ TEXT,532782
DAAWAT,532783
SOBHA,532784
RUCHIRA PAP,532785
TANLA,532790
ZEEMEDIA,532794
SITINET,532795
LUMAX TECH,532796
AUTOIND,532797
NTWK MED INV,532798
HUBTOWN,532799
TV18BRDCST,532800
CAMBRIDGE,532801
TECHNOCRAFT,532804
REDINGTON,532805
AI CHAMPDNY,532806
CINELINE,532807
PGIL,532808
FSL,532809
POWER FINAN,532810
AHLUWALIA CO,532811
TRANSWARRANT,532812
INDIAN BANK,532814
SMS PHARMACE,532815
ORIENTAL,532817
ELAND,532820
IDEA,532822
JAGJANANI,532825
